speech_path,speaker,text,emotion,split
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_doll_angry.wav,OAF,doll,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_door_angry.wav,OAF,door,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_fail_angry.wav,OAF,fail,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_far_angry.wav,OAF,far,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_fat_angry.wav,OAF,fat,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_fit_angry.wav,OAF,fit,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_five_angry.wav,OAF,five,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_gap_angry.wav,OAF,gap,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_gaze_angry.wav,OAF,gaze,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_germ_angry.wav,OAF,germ,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_get_angry.wav,OAF,get,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_gin_angry.wav,OAF,gin,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_goal_angry.wav,OAF,goal,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_good_angry.wav,OAF,good,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_goose_angry.wav,OAF,goose,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_half_angry.wav,OAF,half,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_hash_angry.wav,OAF,hash,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_hate_angry.wav,OAF,hate,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_have_angry.wav,OAF,have,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_hire_angry.wav,OAF,hire,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_hit_angry.wav,OAF,hit,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_hole_angry.wav,OAF,hole,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_home_angry.wav,OAF,home,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_jar_angry.wav,OAF,jar,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_judge_angry.wav,OAF,judge,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_jug_angry.wav,OAF,jug,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_juice_angry.wav,OAF,juice,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_keep_angry.wav,OAF,keep,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_keg_angry.wav,OAF,keg,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_kill_angry.wav,OAF,kill,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_kite_angry.wav,OAF,kite,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_knock_angry.wav,OAF,knock,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_late_angry.wav,OAF,late,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_laud_angry.wav,OAF,laud,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_lean_angry.wav,OAF,lean,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_learn_angry.wav,OAF,learn,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_lease_angry.wav,OAF,lease,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_life_angry.wav,OAF,life,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_limb_angry.wav,OAF,limb,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_loaf_angry.wav,OAF,loaf,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_long_angry.wav,OAF,long,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_lore_angry.wav,OAF,lore,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_lose_angry.wav,OAF,lose,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_lot_angry.wav,OAF,lot,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_luck_angry.wav,OAF,luck,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_make_angry.wav,OAF,make,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_merge_angry.wav,OAF,merge,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_met_angry.wav,OAF,met,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_mill_angry.wav,OAF,mill,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_mob_angry.wav,OAF,mob,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_mode_angry.wav,OAF,mode,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_mood_angry.wav,OAF,mood,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_moon_angry.wav,OAF,moon,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_mop_angry.wav,OAF,mop,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_mouse_angry.wav,OAF,mouse,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_nag_angry.wav,OAF,nag,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_name_angry.wav,OAF,name,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_near_angry.wav,OAF,near,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_neat_angry.wav,OAF,neat,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_nice_angry.wav,OAF,nice,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_note_angry.wav,OAF,note,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_numb_angry.wav,OAF,numb,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_pad_angry.wav,OAF,pad,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_page_angry.wav,OAF,page,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_pain_angry.wav,OAF,pain,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_pass_angry.wav,OAF,pass,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_pearl_angry.wav,OAF,pearl,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_peg_angry.wav,OAF,peg,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_perch_angry.wav,OAF,perch,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_pike_angry.wav,OAF,pike,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_pole_angry.wav,OAF,pole,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_pool_angry.wav,OAF,pool,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_rag_angry.wav,OAF,rag,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_raid_angry.wav,OAF,raid,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_raise_angry.wav,OAF,raise,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_rat_angry.wav,OAF,rat,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_reach_angry.wav,OAF,reach,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_read_angry.wav,OAF,read,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_red_angry.wav,OAF,red,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_ring_angry.wav,OAF,ring,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_ripe_angry.wav,OAF,ripe,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_road_angry.wav,OAF,road,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_room_angry.wav,OAF,room,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_rose_angry.wav,OAF,rose,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_rot_angry.wav,OAF,rot,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_rough_angry.wav,OAF,rough,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_sail_angry.wav,OAF,sail,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_search_angry.wav,OAF,search,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_seize_angry.wav,OAF,seize,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_sell_angry.wav,OAF,sell,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_shack_angry.wav,OAF,shack,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_shall_angry.wav,OAF,shall,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_shawl_angry.wav,OAF,shawl,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_sheep_angry.wav,OAF,sheep,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_shirt_angry.wav,OAF,shirt,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_should_angry.wav,OAF,should,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_shout_angry.wav,OAF,shout,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_size_angry.wav,OAF,size,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_soap_angry.wav,OAF,soap,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_sour_angry.wav,OAF,sour,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_south_angry.wav,OAF,south,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_sub_angry.wav,OAF,sub,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_sure_angry.wav,OAF,sure,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_talk_angry.wav,OAF,talk,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_tape_angry.wav,OAF,tape,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_team_angry.wav,OAF,team,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_tell_angry.wav,OAF,tell,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_third_angry.wav,OAF,third,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_thought_angry.wav,OAF,thought,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_thumb_angry.wav,OAF,thumb,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_time_angry.wav,OAF,time,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_tip_angry.wav,OAF,tip,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_ton_angry.wav,OAF,ton,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_tool_angry.wav,OAF,tool,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_tough_angry.wav,OAF,tough,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_turn_angry.wav,OAF,turn,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_voice_angry.wav,OAF,voice,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_void_angry.wav,OAF,void,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_vote_angry.wav,OAF,vote,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_wag_angry.wav,OAF,wag,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_walk_angry.wav,OAF,walk,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_wash_angry.wav,OAF,wash,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_week_angry.wav,OAF,week,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_wheat_angry.wav,OAF,wheat,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_when_angry.wav,OAF,when,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_whip_angry.wav,OAF,whip,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_wife_angry.wav,OAF,wife,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_wire_angry.wav,OAF,wire,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_witch_angry.wav,OAF,witch,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_yearn_angry.wav,OAF,yearn,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_yes_angry.wav,OAF,yes,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\OAF_angry\OAF_youth_angry.wav,OAF,youth,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_back_angry.wav,YAF,back,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_bar_angry.wav,YAF,bar,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_base_angry.wav,YAF,base,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_bath_angry.wav,YAF,bath,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_bean_angry.wav,YAF,bean,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_beg_angry.wav,YAF,beg,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_bite_angry.wav,YAF,bite,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_boat_angry.wav,YAF,boat,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_bone_angry.wav,YAF,bone,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_bought_angry.wav,YAF,bought,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_burn_angry.wav,YAF,burn,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_cab_angry.wav,YAF,cab,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_came_angry.wav,YAF,came,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_cause_angry.wav,YAF,cause,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_chain_angry.wav,YAF,chain,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_chalk_angry.wav,YAF,chalk,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_chat_angry.wav,YAF,chat,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_check_angry.wav,YAF,check,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_cheek_angry.wav,YAF,cheek,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_chief_angry.wav,YAF,chief,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_choice_angry.wav,YAF,choice,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_cool_angry.wav,YAF,cool,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_dab_angry.wav,YAF,dab,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_date_angry.wav,YAF,date,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_deep_angry.wav,YAF,deep,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_dip_angry.wav,YAF,dip,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_ditch_angry.wav,YAF,ditch,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_dodge_angry.wav,YAF,dodge,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_dog_angry.wav,YAF,dog,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_doll_angry.wav,YAF,doll,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_door_angry.wav,YAF,door,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_fail_angry.wav,YAF,fail,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_fall_angry.wav,YAF,fall,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_far_angry.wav,YAF,far,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_fit_angry.wav,YAF,fit,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_five_angry.wav,YAF,five,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_gas_angry.wav,YAF,gas,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_germ_angry.wav,YAF,germ,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_goal_angry.wav,YAF,goal,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_goose_angry.wav,YAF,goose,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_half_angry.wav,YAF,half,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_hall_angry.wav,YAF,hall,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_hash_angry.wav,YAF,hash,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_have_angry.wav,YAF,have,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_hire_angry.wav,YAF,hire,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_hit_angry.wav,YAF,hit,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_hole_angry.wav,YAF,hole,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_home_angry.wav,YAF,home,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_hurl_angry.wav,YAF,hurl,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_hush_angry.wav,YAF,hush,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_jail_angry.wav,YAF,jail,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_jar_angry.wav,YAF,jar,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_join_angry.wav,YAF,join,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_judge_angry.wav,YAF,judge,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_jug_angry.wav,YAF,jug,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_keen_angry.wav,YAF,keen,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_keep_angry.wav,YAF,keep,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_keg_angry.wav,YAF,keg,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_kick_angry.wav,YAF,kick,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_kill_angry.wav,YAF,kill,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_king_angry.wav,YAF,king,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_kite_angry.wav,YAF,kite,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_knock_angry.wav,YAF,knock,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_laud_angry.wav,YAF,laud,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_lean_angry.wav,YAF,lean,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_learn_angry.wav,YAF,learn,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_lid_angry.wav,YAF,lid,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_life_angry.wav,YAF,life,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_limb_angry.wav,YAF,limb,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_live_angry.wav,YAF,live,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_long_angry.wav,YAF,long,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_lore_angry.wav,YAF,lore,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_lot_angry.wav,YAF,lot,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_love_angry.wav,YAF,love,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_luck_angry.wav,YAF,luck,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_make_angry.wav,YAF,make,angry,train
C:\Users\sathw\Desktop\IIITH\TESS Toronto emotional speech set data\YAF_angry\YAF_match_angry.wav,YAF,match,angry,train
